bot_type,run_id,q,bot_pos_init,button_pos_init,fire_init,steps,result,final_frame,seed_value
Bot 2,a52bcf2f-24db-4ba6-b140-32799d869129,0.25,"(17, 36)","(2, 24)","(29, 31)",27,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a52bcf2f-24db-4ba6-b140-32799d869129.png,9911
Bot 3,f7f90512-fac4-4f14-a44e-12aded85535e,0.25,"(17, 36)","(2, 24)","(29, 31)",27,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f7f90512-fac4-4f14-a44e-12aded85535e.png,9911
Bot 4,64522f88-5ae5-4b31-80a9-35d5f65eb11c,0.25,"(17, 36)","(2, 24)","(29, 31)",27,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/64522f88-5ae5-4b31-80a9-35d5f65eb11c.png,9911
Bot 1,4c8296d3-d9b9-48d6-981d-478391306e1c,0.25,"(2, 16)","(4, 30)","(35, 13)",48,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4c8296d3-d9b9-48d6-981d-478391306e1c.png,2744
Bot 2,3b8bd4c2-b320-4f54-a465-a4fbb32116fc,0.25,"(2, 16)","(4, 30)","(35, 13)",48,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/3b8bd4c2-b320-4f54-a465-a4fbb32116fc.png,2744
Bot 3,2840daa3-a653-43d1-92c1-523a8eb48778,0.25,"(2, 16)","(4, 30)","(35, 13)",48,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/2840daa3-a653-43d1-92c1-523a8eb48778.png,2744
Bot 4,f6aa9119-33d9-4e58-a4e3-c08f52d50b17,0.25,"(2, 16)","(4, 30)","(35, 13)",48,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f6aa9119-33d9-4e58-a4e3-c08f52d50b17.png,2744
Bot 1,7e7b7ab5-a65c-4ad8-b0cf-e768e097ee98,0.25,"(37, 7)","(4, 11)","(7, 32)",47,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/7e7b7ab5-a65c-4ad8-b0cf-e768e097ee98.png,4902
Bot 2,f4e7d7a0-2b86-4a53-9655-0bd6e6460d82,0.25,"(37, 7)","(4, 11)","(7, 32)",47,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f4e7d7a0-2b86-4a53-9655-0bd6e6460d82.png,4902
Bot 3,4ab21403-389d-4eb4-b44d-d6ed0777cdf6,0.25,"(37, 7)","(4, 11)","(7, 32)",47,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4ab21403-389d-4eb4-b44d-d6ed0777cdf6.png,4902
Bot 4,d1b1ac38-4faa-4ab2-a9ff-10d9c13720a3,0.25,"(37, 7)","(4, 11)","(7, 32)",47,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d1b1ac38-4faa-4ab2-a9ff-10d9c13720a3.png,4902
Bot 1,f91f67d5-5431-43ed-ac30-496de5271c4c,0.25,"(13, 30)","(1, 18)","(2, 5)",26,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f91f67d5-5431-43ed-ac30-496de5271c4c.png,1291
Bot 2,a4583f4b-1cbe-415a-8da8-23f097d75a6f,0.25,"(13, 30)","(1, 18)","(2, 5)",26,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a4583f4b-1cbe-415a-8da8-23f097d75a6f.png,1291
Bot 3,5957b813-887e-4b83-9ff3-d3e4cd5ac2d8,0.25,"(13, 30)","(1, 18)","(2, 5)",26,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/5957b813-887e-4b83-9ff3-d3e4cd5ac2d8.png,1291
Bot 4,cff88e21-3c3b-49ce-bbf4-d8d7929110d5,0.25,"(13, 30)","(1, 18)","(2, 5)",26,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/cff88e21-3c3b-49ce-bbf4-d8d7929110d5.png,1291
Bot 1,88afa217-21e4-47ea-84b1-b88b7a77813f,0.25,"(11, 15)","(6, 18)","(5, 32)",8,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/88afa217-21e4-47ea-84b1-b88b7a77813f.png,2647
Bot 2,0dc67ce6-1ba1-4ef1-b96d-0c91692e2ac9,0.25,"(11, 15)","(6, 18)","(5, 32)",8,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/0dc67ce6-1ba1-4ef1-b96d-0c91692e2ac9.png,2647
Bot 3,17e3461f-0d2e-4ad7-a342-a946416b54e9,0.25,"(11, 15)","(6, 18)","(5, 32)",8,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/17e3461f-0d2e-4ad7-a342-a946416b54e9.png,2647
Bot 4,6ef36f94-95ce-48a8-93de-09f8d5ebd439,0.25,"(11, 15)","(6, 18)","(5, 32)",8,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/6ef36f94-95ce-48a8-93de-09f8d5ebd439.png,2647
Bot 1,a8f4fbee-35b4-4f7d-bd4d-056a2ca6ed8b,0.30000000000000004,"(9, 5)","(7, 20)","(29, 15)",19,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a8f4fbee-35b4-4f7d-bd4d-056a2ca6ed8b.png,1342
Bot 2,37dc49d3-673d-49e7-b542-69f6f54e2b47,0.30000000000000004,"(9, 5)","(7, 20)","(29, 15)",19,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/37dc49d3-673d-49e7-b542-69f6f54e2b47.png,1342
Bot 3,4a09cc9f-c2c8-439e-ae91-7abe1d7d4883,0.30000000000000004,"(9, 5)","(7, 20)","(29, 15)",19,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4a09cc9f-c2c8-439e-ae91-7abe1d7d4883.png,1342
Bot 4,53a4da09-bae0-4e86-a30b-a7b123c988fc,0.30000000000000004,"(9, 5)","(7, 20)","(29, 15)",19,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/53a4da09-bae0-4e86-a30b-a7b123c988fc.png,1342
Bot 1,1e4be2aa-d55c-49de-a488-0ebe30a4ec32,0.30000000000000004,"(20, 7)","(5, 3)","(4, 11)",21,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/1e4be2aa-d55c-49de-a488-0ebe30a4ec32.png,2496
Bot 2,1da7beaa-3401-40f4-910b-b59787c5bee3,0.30000000000000004,"(20, 7)","(5, 3)","(4, 11)",21,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/1da7beaa-3401-40f4-910b-b59787c5bee3.png,2496
Bot 3,7082a0e3-bc52-4369-8597-4933d2f401f7,0.30000000000000004,"(20, 7)","(5, 3)","(4, 11)",22,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/7082a0e3-bc52-4369-8597-4933d2f401f7.png,2496
Bot 4,a0d7d071-d950-46d6-8759-300ee36e1591,0.30000000000000004,"(20, 7)","(5, 3)","(4, 11)",21,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a0d7d071-d950-46d6-8759-300ee36e1591.png,2496
Bot 1,9e0131be-45b3-4b1e-9fba-f3b4d69c7f9a,0.30000000000000004,"(3, 3)","(13, 6)","(18, 17)",17,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9e0131be-45b3-4b1e-9fba-f3b4d69c7f9a.png,1023
Bot 2,f99e65e5-1f5e-409e-be31-fb42a2655750,0.30000000000000004,"(3, 3)","(13, 6)","(18, 17)",17,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f99e65e5-1f5e-409e-be31-fb42a2655750.png,1023
Bot 3,2acf4cdf-feae-49fc-b020-b631f5e299c5,0.30000000000000004,"(3, 3)","(13, 6)","(18, 17)",17,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/2acf4cdf-feae-49fc-b020-b631f5e299c5.png,1023
Bot 4,29b16da6-92e8-4261-9a16-9da7002646af,0.30000000000000004,"(3, 3)","(13, 6)","(18, 17)",17,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/29b16da6-92e8-4261-9a16-9da7002646af.png,1023
Bot 1,4f3e1815-84c5-4f5f-8934-2abcc8a91996,0.30000000000000004,"(1, 20)","(35, 5)","(14, 1)",51,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4f3e1815-84c5-4f5f-8934-2abcc8a91996.png,8154
Bot 2,a37041e4-0050-4e52-abe2-f99f5ce66b22,0.30000000000000004,"(1, 20)","(35, 5)","(14, 1)",51,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a37041e4-0050-4e52-abe2-f99f5ce66b22.png,8154
Bot 3,9a8026ba-a27c-42ab-891e-daf90d2d149d,0.30000000000000004,"(1, 20)","(35, 5)","(14, 1)",51,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9a8026ba-a27c-42ab-891e-daf90d2d149d.png,8154
Bot 4,3c813d79-430c-4c44-8613-a326767d3359,0.30000000000000004,"(1, 20)","(35, 5)","(14, 1)",51,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/3c813d79-430c-4c44-8613-a326767d3359.png,8154
Bot 1,717565e6-7593-4646-8bce-423ba834751a,0.30000000000000004,"(35, 22)","(29, 9)","(38, 34)",21,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/717565e6-7593-4646-8bce-423ba834751a.png,5167
Bot 2,e05e9c5b-e13a-48f9-9630-d944940593a2,0.30000000000000004,"(35, 22)","(29, 9)","(38, 34)",21,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e05e9c5b-e13a-48f9-9630-d944940593a2.png,5167
Bot 3,bd88d400-f945-4348-9021-cfcf7c6d4ccb,0.30000000000000004,"(35, 22)","(29, 9)","(38, 34)",21,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/bd88d400-f945-4348-9021-cfcf7c6d4ccb.png,5167
Bot 4,7f799938-f789-4b6a-b16d-28c2d5af1c5a,0.30000000000000004,"(35, 22)","(29, 9)","(38, 34)",21,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/7f799938-f789-4b6a-b16d-28c2d5af1c5a.png,5167
Bot 1,bbe38d0b-6c3f-4743-9db3-7629f212f262,0.30000000000000004,"(17, 28)","(14, 37)","(36, 2)",14,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/bbe38d0b-6c3f-4743-9db3-7629f212f262.png,7344
Bot 2,7cf04d81-14e0-4d89-8f14-e2e5a04c15b2,0.30000000000000004,"(17, 28)","(14, 37)","(36, 2)",14,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/7cf04d81-14e0-4d89-8f14-e2e5a04c15b2.png,7344
Bot 3,f66a0b47-85b7-44fb-bbc4-ec5cf19681ef,0.30000000000000004,"(17, 28)","(14, 37)","(36, 2)",14,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f66a0b47-85b7-44fb-bbc4-ec5cf19681ef.png,7344
Bot 4,f1eb8086-8f03-4d96-b32f-2415f0239119,0.30000000000000004,"(17, 28)","(14, 37)","(36, 2)",14,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f1eb8086-8f03-4d96-b32f-2415f0239119.png,7344
Bot 1,2e31a2a2-872e-4011-bbed-9444f0fbe0dd,0.30000000000000004,"(34, 2)","(23, 25)","(38, 11)",36,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/2e31a2a2-872e-4011-bbed-9444f0fbe0dd.png,9726
Bot 2,f463042b-f3b3-4347-bf51-028fb56c686c,0.30000000000000004,"(34, 2)","(23, 25)","(38, 11)",36,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f463042b-f3b3-4347-bf51-028fb56c686c.png,9726
Bot 3,262f869b-27e2-4575-81ac-618bcfb857bc,0.30000000000000004,"(34, 2)","(23, 25)","(38, 11)",36,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/262f869b-27e2-4575-81ac-618bcfb857bc.png,9726
Bot 4,d626a1aa-6aac-4c94-ba64-cfc115db7697,0.30000000000000004,"(34, 2)","(23, 25)","(38, 11)",36,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d626a1aa-6aac-4c94-ba64-cfc115db7697.png,9726
Bot 1,fc3ec640-5a86-45b8-9184-59760d33916b,0.30000000000000004,"(30, 28)","(15, 12)","(5, 28)",31,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/fc3ec640-5a86-45b8-9184-59760d33916b.png,1266
Bot 2,6f7291c5-a970-442e-bb66-20a4df081d43,0.30000000000000004,"(30, 28)","(15, 12)","(5, 28)",31,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/6f7291c5-a970-442e-bb66-20a4df081d43.png,1266
Bot 3,2fa01a21-f956-4d26-acce-893bff21fd6c,0.30000000000000004,"(30, 28)","(15, 12)","(5, 28)",31,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/2fa01a21-f956-4d26-acce-893bff21fd6c.png,1266
Bot 4,09d22af3-9893-42b1-9723-07dc396d1b2f,0.30000000000000004,"(30, 28)","(15, 12)","(5, 28)",31,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/09d22af3-9893-42b1-9723-07dc396d1b2f.png,1266
Bot 1,f7d1f240-800d-4032-945a-d09311d5f475,0.30000000000000004,"(36, 32)","(38, 37)","(38, 33)",9,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f7d1f240-800d-4032-945a-d09311d5f475.png,9388
Bot 2,cab5b59e-c1c7-49b6-be5a-61261c563af5,0.30000000000000004,"(36, 32)","(38, 37)","(38, 33)",9,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/cab5b59e-c1c7-49b6-be5a-61261c563af5.png,9388
Bot 3,9753d7e1-9944-409e-8f09-8c1d70c41f5c,0.30000000000000004,"(36, 32)","(38, 37)","(38, 33)",9,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9753d7e1-9944-409e-8f09-8c1d70c41f5c.png,9388
Bot 4,76dc1e7a-af3b-44e7-98c6-c220d624ba84,0.30000000000000004,"(36, 32)","(38, 37)","(38, 33)",9,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/76dc1e7a-af3b-44e7-98c6-c220d624ba84.png,9388
Bot 1,468db7ec-ef53-4619-8d74-e74eae1a3f41,0.30000000000000004,"(27, 32)","(26, 27)","(17, 1)",6,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/468db7ec-ef53-4619-8d74-e74eae1a3f41.png,9403
Bot 2,34e4f548-a8e7-4b30-aeba-15f109f58629,0.30000000000000004,"(27, 32)","(26, 27)","(17, 1)",6,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/34e4f548-a8e7-4b30-aeba-15f109f58629.png,9403
Bot 3,4a080ae7-4490-4121-a7d7-4a024843f571,0.30000000000000004,"(27, 32)","(26, 27)","(17, 1)",6,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4a080ae7-4490-4121-a7d7-4a024843f571.png,9403
Bot 4,ee45fa60-54b4-4ad5-b849-a3e3b92e8762,0.30000000000000004,"(27, 32)","(26, 27)","(17, 1)",6,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ee45fa60-54b4-4ad5-b849-a3e3b92e8762.png,9403
Bot 1,76431f86-ee2b-4ece-a8e1-0b29c461fbb5,0.35000000000000003,"(4, 32)","(16, 8)","(15, 30)",40,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/76431f86-ee2b-4ece-a8e1-0b29c461fbb5.png,4405
Bot 2,dbfb2339-972b-4f2e-90c0-700f2a8ad386,0.35000000000000003,"(4, 32)","(16, 8)","(15, 30)",40,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/dbfb2339-972b-4f2e-90c0-700f2a8ad386.png,4405
Bot 3,3bb0dd47-1a45-4c95-b744-8df78bb7a24b,0.35000000000000003,"(4, 32)","(16, 8)","(15, 30)",40,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/3bb0dd47-1a45-4c95-b744-8df78bb7a24b.png,4405
Bot 4,c3a1a2ce-2640-4197-8905-503aa11b8d75,0.35000000000000003,"(4, 32)","(16, 8)","(15, 30)",40,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c3a1a2ce-2640-4197-8905-503aa11b8d75.png,4405
Bot 1,33967f0e-8986-46e8-bc3d-1bfa4d6788d6,0.35000000000000003,"(29, 12)","(24, 35)","(9, 13)",32,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/33967f0e-8986-46e8-bc3d-1bfa4d6788d6.png,2861
Bot 2,47e9aa37-ba48-4561-a6b3-cd10f8e5552a,0.35000000000000003,"(29, 12)","(24, 35)","(9, 13)",32,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/47e9aa37-ba48-4561-a6b3-cd10f8e5552a.png,2861
Bot 3,7b8e8f57-f9ca-4f88-a369-490aef661461,0.35000000000000003,"(29, 12)","(24, 35)","(9, 13)",32,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/7b8e8f57-f9ca-4f88-a369-490aef661461.png,2861
Bot 4,c3f668fa-802d-4ecc-8d1c-13a1a040f465,0.35000000000000003,"(29, 12)","(24, 35)","(9, 13)",32,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c3f668fa-802d-4ecc-8d1c-13a1a040f465.png,2861
Bot 1,54e13476-d33a-4f13-a77d-ee6a98b80d57,0.35000000000000003,"(1, 25)","(28, 34)","(36, 27)",38,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/54e13476-d33a-4f13-a77d-ee6a98b80d57.png,1128
Bot 2,e711b040-94ba-4e67-b24f-c2916e1a4916,0.35000000000000003,"(1, 25)","(28, 34)","(36, 27)",38,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e711b040-94ba-4e67-b24f-c2916e1a4916.png,1128
Bot 3,f33bf5ae-de45-4b68-9ec0-ef2bcdd2318e,0.35000000000000003,"(1, 25)","(28, 34)","(36, 27)",38,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f33bf5ae-de45-4b68-9ec0-ef2bcdd2318e.png,1128
Bot 4,eb8ea69b-6185-41b0-843c-0d0e000cc375,0.35000000000000003,"(1, 25)","(28, 34)","(36, 27)",36,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/eb8ea69b-6185-41b0-843c-0d0e000cc375.png,1128
Bot 1,db27bc4c-69cb-4718-8ffd-57af0d0d43a7,0.35000000000000003,"(23, 23)","(30, 37)","(12, 3)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/db27bc4c-69cb-4718-8ffd-57af0d0d43a7.png,189
Bot 2,ffb82ee3-a439-40e3-a9b1-1541fa68199d,0.35000000000000003,"(23, 23)","(30, 37)","(12, 3)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ffb82ee3-a439-40e3-a9b1-1541fa68199d.png,189
Bot 3,1154b3aa-9e1a-4722-a214-a8bb5a7fc79d,0.35000000000000003,"(23, 23)","(30, 37)","(12, 3)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/1154b3aa-9e1a-4722-a214-a8bb5a7fc79d.png,189
Bot 4,c4d59740-4d8a-450f-abfa-843d10e86e38,0.35000000000000003,"(23, 23)","(30, 37)","(12, 3)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c4d59740-4d8a-450f-abfa-843d10e86e38.png,189
Bot 1,835dffab-7761-45ae-ab75-3fac308d87e3,0.35000000000000003,"(24, 25)","(32, 30)","(19, 1)",13,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/835dffab-7761-45ae-ab75-3fac308d87e3.png,9889
Bot 2,f8f1223d-e480-4739-bb8a-1c5aa5de9293,0.35000000000000003,"(24, 25)","(32, 30)","(19, 1)",13,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f8f1223d-e480-4739-bb8a-1c5aa5de9293.png,9889
Bot 3,12b4b93f-b386-4610-98d8-b386c88c772a,0.35000000000000003,"(24, 25)","(32, 30)","(19, 1)",13,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/12b4b93f-b386-4610-98d8-b386c88c772a.png,9889
Bot 4,245b8e36-5733-488e-a919-fd12642483f0,0.35000000000000003,"(24, 25)","(32, 30)","(19, 1)",13,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/245b8e36-5733-488e-a919-fd12642483f0.png,9889
Bot 1,8eff03b9-01e8-4a3b-a52b-bbc94813eca6,0.35000000000000003,"(8, 35)","(37, 21)","(13, 7)",45,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/8eff03b9-01e8-4a3b-a52b-bbc94813eca6.png,970
Bot 2,8ba597c4-35a1-4f3d-9ed5-a6cebee1bc66,0.35000000000000003,"(8, 35)","(37, 21)","(13, 7)",45,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/8ba597c4-35a1-4f3d-9ed5-a6cebee1bc66.png,970
Bot 3,0847cd01-4864-491b-8ee7-5a1fcfb8825d,0.35000000000000003,"(8, 35)","(37, 21)","(13, 7)",45,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/0847cd01-4864-491b-8ee7-5a1fcfb8825d.png,970
Bot 4,caa3b0ac-c8b5-4092-a04c-f5e001dd4c81,0.35000000000000003,"(8, 35)","(37, 21)","(13, 7)",45,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/caa3b0ac-c8b5-4092-a04c-f5e001dd4c81.png,970
Bot 1,ae5a226d-b114-4e06-baac-cf05a4d976e0,0.35000000000000003,"(11, 27)","(1, 17)","(24, 2)",20,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ae5a226d-b114-4e06-baac-cf05a4d976e0.png,2540
Bot 2,91eedb94-d42e-40bb-89d3-a455493bab37,0.35000000000000003,"(11, 27)","(1, 17)","(24, 2)",20,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/91eedb94-d42e-40bb-89d3-a455493bab37.png,2540
Bot 3,3c9f11e8-fafc-4316-afb7-20c43922bab0,0.35000000000000003,"(11, 27)","(1, 17)","(24, 2)",20,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/3c9f11e8-fafc-4316-afb7-20c43922bab0.png,2540
Bot 4,624835ce-28a2-4f7a-91eb-dec6c3c0ddfc,0.35000000000000003,"(11, 27)","(1, 17)","(24, 2)",20,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/624835ce-28a2-4f7a-91eb-dec6c3c0ddfc.png,2540
Bot 1,8a4ce2e5-1971-4807-8cda-208c2862fefa,0.35000000000000003,"(8, 37)","(5, 1)","(8, 11)",24,Bot ran into fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/8a4ce2e5-1971-4807-8cda-208c2862fefa.png,2012
Bot 2,f1991a7b-ec9b-47ef-b1b8-be908bbef156,0.35000000000000003,"(8, 37)","(5, 1)","(8, 11)",19,No path found,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f1991a7b-ec9b-47ef-b1b8-be908bbef156.png,2012
Bot 3,b579ea19-9e80-475f-8f71-f004ba14ed6f,0.35000000000000003,"(8, 37)","(5, 1)","(8, 11)",21,Path blocked,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/b579ea19-9e80-475f-8f71-f004ba14ed6f.png,2012
Bot 4,4bfd598d-e399-4946-8f11-a3eb360c1cf6,0.35000000000000003,"(8, 37)","(5, 1)","(8, 11)",29,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4bfd598d-e399-4946-8f11-a3eb360c1cf6.png,2012
Bot 1,4ced77d4-d47b-4676-b397-51e3672a299b,0.35000000000000003,"(1, 1)","(9, 19)","(23, 17)",26,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4ced77d4-d47b-4676-b397-51e3672a299b.png,2662
Bot 2,184664f9-9eae-4458-9a97-522551e21fdb,0.35000000000000003,"(1, 1)","(9, 19)","(23, 17)",26,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/184664f9-9eae-4458-9a97-522551e21fdb.png,2662
Bot 3,d168aae8-cedb-4b5f-bdf7-f28b38eb1caf,0.35000000000000003,"(1, 1)","(9, 19)","(23, 17)",26,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d168aae8-cedb-4b5f-bdf7-f28b38eb1caf.png,2662
Bot 4,6af0b69c-0951-4fe3-a6a2-884079650235,0.35000000000000003,"(1, 1)","(9, 19)","(23, 17)",26,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/6af0b69c-0951-4fe3-a6a2-884079650235.png,2662
Bot 1,2c302a75-bc6b-4fe9-8496-5272019423dd,0.35000000000000003,"(16, 35)","(11, 20)","(10, 1)",24,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/2c302a75-bc6b-4fe9-8496-5272019423dd.png,4931
Bot 2,c2d3b198-df4a-4eff-a1ef-adde8b32241d,0.35000000000000003,"(16, 35)","(11, 20)","(10, 1)",24,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c2d3b198-df4a-4eff-a1ef-adde8b32241d.png,4931
Bot 3,e215b33b-b98b-46a8-8699-3dc5cd9eb860,0.35000000000000003,"(16, 35)","(11, 20)","(10, 1)",24,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e215b33b-b98b-46a8-8699-3dc5cd9eb860.png,4931
Bot 4,3b593d97-db9f-464e-80df-c7044d22dffa,0.35000000000000003,"(16, 35)","(11, 20)","(10, 1)",24,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/3b593d97-db9f-464e-80df-c7044d22dffa.png,4931
Bot 1,3fb07e01-ab54-4212-8368-ec0d765af37e,0.4,"(12, 36)","(4, 8)","(37, 15)",38,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/3fb07e01-ab54-4212-8368-ec0d765af37e.png,8613
Bot 2,c07253c1-3779-4416-a5c1-3c86e5935edf,0.4,"(12, 36)","(4, 8)","(37, 15)",38,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c07253c1-3779-4416-a5c1-3c86e5935edf.png,8613
Bot 3,a16ba06c-a98f-4f8c-bcd0-385d0ce04108,0.4,"(12, 36)","(4, 8)","(37, 15)",38,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a16ba06c-a98f-4f8c-bcd0-385d0ce04108.png,8613
Bot 4,36a16815-bbf0-448d-a9b1-dd1b398574bb,0.4,"(12, 36)","(4, 8)","(37, 15)",38,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/36a16815-bbf0-448d-a9b1-dd1b398574bb.png,8613
Bot 1,9f4a6a9c-5f84-4892-9285-8e997a439ea0,0.4,"(19, 14)","(32, 10)","(13, 34)",23,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9f4a6a9c-5f84-4892-9285-8e997a439ea0.png,8847
Bot 2,5526d009-1f3d-4713-bc8b-e49c6610ea8c,0.4,"(19, 14)","(32, 10)","(13, 34)",23,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/5526d009-1f3d-4713-bc8b-e49c6610ea8c.png,8847
Bot 3,601e275e-5fdc-4378-92b3-3be39bb2d9ee,0.4,"(19, 14)","(32, 10)","(13, 34)",23,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/601e275e-5fdc-4378-92b3-3be39bb2d9ee.png,8847
