bot_type,run_id,q,bot_pos_init,button_pos_init,fire_init,steps,result,final_frame,seed_value
Bot 4,317d4072-2cdf-4816-b952-d76f75da3b6c,0.8,"(18, 13)","(21, 25)","(5, 23)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/317d4072-2cdf-4816-b952-d76f75da3b6c.png,8918
Bot 1,2e966ced-45d8-4a20-801f-8fa7927d92df,0.8,"(25, 29)","(29, 31)","(19, 21)",10,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/2e966ced-45d8-4a20-801f-8fa7927d92df.png,2224
Bot 2,c7109291-c844-4d77-9618-ab08378e8d91,0.8,"(25, 29)","(29, 31)","(19, 21)",10,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c7109291-c844-4d77-9618-ab08378e8d91.png,2224
Bot 3,fbfed276-6ffa-417b-9b68-9c2a5d39353f,0.8,"(25, 29)","(29, 31)","(19, 21)",10,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/fbfed276-6ffa-417b-9b68-9c2a5d39353f.png,2224
Bot 4,f6766247-1190-4f89-9bcc-ff205906ca7c,0.8,"(25, 29)","(29, 31)","(19, 21)",10,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f6766247-1190-4f89-9bcc-ff205906ca7c.png,2224
Bot 1,f53c24d5-3e26-47b2-a4e8-d1878e823b11,0.8,"(32, 26)","(19, 35)","(24, 9)",22,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f53c24d5-3e26-47b2-a4e8-d1878e823b11.png,5846
Bot 2,fba6bf78-d3d6-46a4-9ff9-da96b2821789,0.8,"(32, 26)","(19, 35)","(24, 9)",22,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/fba6bf78-d3d6-46a4-9ff9-da96b2821789.png,5846
Bot 3,f8b7ea4c-9756-4454-974a-8a07298cb483,0.8,"(32, 26)","(19, 35)","(24, 9)",22,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f8b7ea4c-9756-4454-974a-8a07298cb483.png,5846
Bot 4,f69d614c-f058-431c-804b-e54884024056,0.8,"(32, 26)","(19, 35)","(24, 9)",22,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f69d614c-f058-431c-804b-e54884024056.png,5846
Bot 1,b9e6b62c-37a2-489d-b75e-c6a6d7a0606b,0.8,"(30, 2)","(2, 7)","(20, 17)",18,Bot ran into fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/b9e6b62c-37a2-489d-b75e-c6a6d7a0606b.png,2691
Bot 2,a7437081-efdc-45e3-910f-982ad414b3b6,0.8,"(30, 2)","(2, 7)","(20, 17)",15,No path found,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a7437081-efdc-45e3-910f-982ad414b3b6.png,2691
Bot 3,a75921d3-1992-4412-8e91-ea7bcc6c1899,0.8,"(30, 2)","(2, 7)","(20, 17)",16,Path blocked,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a75921d3-1992-4412-8e91-ea7bcc6c1899.png,2691
Bot 4,4617d59d-b0c8-4096-a2e4-75df41a5cb73,0.8,"(30, 2)","(2, 7)","(20, 17)",17,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4617d59d-b0c8-4096-a2e4-75df41a5cb73.png,2691
Bot 1,70afcc84-91d5-4de1-9cb3-1ec11afee8b1,0.8,"(35, 19)","(25, 16)","(10, 37)",15,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/70afcc84-91d5-4de1-9cb3-1ec11afee8b1.png,8927
Bot 2,19d79f81-67dd-49b2-aae2-9235e6e0affc,0.8,"(35, 19)","(25, 16)","(10, 37)",15,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/19d79f81-67dd-49b2-aae2-9235e6e0affc.png,8927
Bot 3,7e054f10-2a2d-4e97-8264-05aad4f18baf,0.8,"(35, 19)","(25, 16)","(10, 37)",15,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/7e054f10-2a2d-4e97-8264-05aad4f18baf.png,8927
Bot 4,8d8a3048-2570-4f36-8e7b-89057ff3176a,0.8,"(35, 19)","(25, 16)","(10, 37)",15,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/8d8a3048-2570-4f36-8e7b-89057ff3176a.png,8927
Bot 1,f9ff7913-b7a3-4e90-9501-6ad1e0ca375c,0.8,"(23, 16)","(34, 35)","(20, 15)",30,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f9ff7913-b7a3-4e90-9501-6ad1e0ca375c.png,7043
Bot 2,ff79ea90-7876-4ad5-abc2-2cde4a7ae726,0.8,"(23, 16)","(34, 35)","(20, 15)",30,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ff79ea90-7876-4ad5-abc2-2cde4a7ae726.png,7043
Bot 3,ea8ff953-bba4-4f34-97d7-a178b00de7fe,0.8,"(23, 16)","(34, 35)","(20, 15)",30,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ea8ff953-bba4-4f34-97d7-a178b00de7fe.png,7043
Bot 4,bf66cf89-ba33-4227-8a72-ea8151583814,0.8,"(23, 16)","(34, 35)","(20, 15)",30,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/bf66cf89-ba33-4227-8a72-ea8151583814.png,7043
Bot 1,9763064b-6b57-4a51-945e-4992252651b2,0.8,"(7, 38)","(30, 32)","(18, 29)",10,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9763064b-6b57-4a51-945e-4992252651b2.png,3050
Bot 2,29d02ff1-907f-4393-99e2-f419d02d6639,0.8,"(7, 38)","(30, 32)","(18, 29)",7,No path found,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/29d02ff1-907f-4393-99e2-f419d02d6639.png,3050
Bot 3,4de6db48-96be-47e9-9fb1-f8f3f9ded4c0,0.8,"(7, 38)","(30, 32)","(18, 29)",8,Path blocked,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4de6db48-96be-47e9-9fb1-f8f3f9ded4c0.png,3050
Bot 4,40f34599-a692-4e2f-a8af-81e9407ffd68,0.8,"(7, 38)","(30, 32)","(18, 29)",20,Path blocked,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/40f34599-a692-4e2f-a8af-81e9407ffd68.png,3050
Bot 1,ea3d5c50-735d-4d40-bf68-aeee9790a62b,0.8,"(29, 14)","(13, 13)","(6, 27)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ea3d5c50-735d-4d40-bf68-aeee9790a62b.png,8354
Bot 2,88293d9b-883c-4fc2-9a52-f8143701eaca,0.8,"(29, 14)","(13, 13)","(6, 27)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/88293d9b-883c-4fc2-9a52-f8143701eaca.png,8354
Bot 3,e560d2e7-3635-469f-b30c-3cf7e55caa4d,0.8,"(29, 14)","(13, 13)","(6, 27)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e560d2e7-3635-469f-b30c-3cf7e55caa4d.png,8354
Bot 4,b80ccf10-4208-4d42-b28e-2f57b5374de0,0.8,"(29, 14)","(13, 13)","(6, 27)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/b80ccf10-4208-4d42-b28e-2f57b5374de0.png,8354
Bot 1,36a89a78-037a-418d-902e-2d908abf737b,0.8500000000000001,"(3, 3)","(13, 6)","(18, 17)",15,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/36a89a78-037a-418d-902e-2d908abf737b.png,1023
Bot 2,101a85d1-b9c3-47d0-a14a-f946c4538b47,0.8500000000000001,"(3, 3)","(13, 6)","(18, 17)",17,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/101a85d1-b9c3-47d0-a14a-f946c4538b47.png,1023
Bot 3,7c09dc1a-5baa-4ca1-8dce-42b0ef78efa6,0.8500000000000001,"(3, 3)","(13, 6)","(18, 17)",15,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/7c09dc1a-5baa-4ca1-8dce-42b0ef78efa6.png,1023
Bot 4,8cbb3639-4418-4e3c-8cca-0beb0de0eb8c,0.8500000000000001,"(3, 3)","(13, 6)","(18, 17)",17,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/8cbb3639-4418-4e3c-8cca-0beb0de0eb8c.png,1023
Bot 1,8c4cb0a6-476e-493c-8a76-9210afe4a31e,0.8500000000000001,"(17, 29)","(20, 1)","(6, 34)",37,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/8c4cb0a6-476e-493c-8a76-9210afe4a31e.png,3273
Bot 2,13837898-5c0c-453c-bec7-a6faa07a672f,0.8500000000000001,"(17, 29)","(20, 1)","(6, 34)",37,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/13837898-5c0c-453c-bec7-a6faa07a672f.png,3273
Bot 3,37f35d9f-5551-43c0-8c59-77178bce91eb,0.8500000000000001,"(17, 29)","(20, 1)","(6, 34)",37,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/37f35d9f-5551-43c0-8c59-77178bce91eb.png,3273
Bot 4,4c58aa27-97e0-4209-93b2-bae75779667e,0.8500000000000001,"(17, 29)","(20, 1)","(6, 34)",37,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4c58aa27-97e0-4209-93b2-bae75779667e.png,3273
Bot 1,82c379cd-6e17-4c26-b435-e08e5e4c58b8,0.8500000000000001,"(5, 9)","(24, 1)","(15, 9)",7,Bot ran into fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/82c379cd-6e17-4c26-b435-e08e5e4c58b8.png,2120
Bot 2,5a0b8144-61a5-4da4-b0bf-e250611d9b50,0.8500000000000001,"(5, 9)","(24, 1)","(15, 9)",18,No path found,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/5a0b8144-61a5-4da4-b0bf-e250611d9b50.png,2120
Bot 3,586cb662-223c-47d7-84d5-d9cd847ae5bd,0.8500000000000001,"(5, 9)","(24, 1)","(15, 9)",17,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/586cb662-223c-47d7-84d5-d9cd847ae5bd.png,2120
Bot 4,e0f448ef-e502-47a1-904e-4bdba11d02fb,0.8500000000000001,"(5, 9)","(24, 1)","(15, 9)",17,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e0f448ef-e502-47a1-904e-4bdba11d02fb.png,2120
Bot 1,5f032efd-ec48-492c-a982-179055eac6ef,0.8500000000000001,"(19, 1)","(15, 5)","(3, 14)",12,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/5f032efd-ec48-492c-a982-179055eac6ef.png,59
Bot 2,5b7a5ff9-33b0-4d77-843a-b41670f3876c,0.8500000000000001,"(19, 1)","(15, 5)","(3, 14)",12,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/5b7a5ff9-33b0-4d77-843a-b41670f3876c.png,59
Bot 3,f3701c49-881a-45b4-b4da-403967bf5ce7,0.8500000000000001,"(19, 1)","(15, 5)","(3, 14)",12,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f3701c49-881a-45b4-b4da-403967bf5ce7.png,59
Bot 4,f5134ebd-3411-40c5-bb72-d8e537901362,0.8500000000000001,"(19, 1)","(15, 5)","(3, 14)",12,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f5134ebd-3411-40c5-bb72-d8e537901362.png,59
Bot 1,153b88c3-1ee3-4b06-b2a6-653440aceab8,0.8500000000000001,"(17, 9)","(13, 35)","(33, 16)",34,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/153b88c3-1ee3-4b06-b2a6-653440aceab8.png,6576
Bot 2,55b49839-c11c-4fa8-ad46-617b38f5035a,0.8500000000000001,"(17, 9)","(13, 35)","(33, 16)",34,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/55b49839-c11c-4fa8-ad46-617b38f5035a.png,6576
Bot 3,dbb37773-7236-44d0-96a0-b33683c6ce3d,0.8500000000000001,"(17, 9)","(13, 35)","(33, 16)",34,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/dbb37773-7236-44d0-96a0-b33683c6ce3d.png,6576
Bot 4,86619eaa-5825-42e2-a8e8-f0d61fda1f4d,0.8500000000000001,"(17, 9)","(13, 35)","(33, 16)",34,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/86619eaa-5825-42e2-a8e8-f0d61fda1f4d.png,6576
Bot 1,069e3580-2a07-4dee-8717-b35c25fddba5,0.8500000000000001,"(35, 25)","(16, 1)","(16, 38)",45,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/069e3580-2a07-4dee-8717-b35c25fddba5.png,5464
Bot 2,421eb062-dda7-4078-9e27-c542790eb44b,0.8500000000000001,"(35, 25)","(16, 1)","(16, 38)",45,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/421eb062-dda7-4078-9e27-c542790eb44b.png,5464
Bot 3,bad11839-dbe3-47d6-b78b-481d24432a24,0.8500000000000001,"(35, 25)","(16, 1)","(16, 38)",45,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/bad11839-dbe3-47d6-b78b-481d24432a24.png,5464
Bot 4,90e26ac9-6f68-443b-adb8-3e25fec3b81d,0.8500000000000001,"(35, 25)","(16, 1)","(16, 38)",45,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/90e26ac9-6f68-443b-adb8-3e25fec3b81d.png,5464
Bot 1,4f80f5b0-9218-4e50-8235-deb17590c2e6,0.8500000000000001,"(20, 26)","(32, 1)","(35, 34)",41,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4f80f5b0-9218-4e50-8235-deb17590c2e6.png,9575
Bot 2,a8497d9d-8e52-4ced-b66f-f97ad2c1d5d8,0.8500000000000001,"(20, 26)","(32, 1)","(35, 34)",41,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a8497d9d-8e52-4ced-b66f-f97ad2c1d5d8.png,9575
Bot 3,d8e97426-aefa-41e7-b3c4-c4888a2b46e0,0.8500000000000001,"(20, 26)","(32, 1)","(35, 34)",41,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d8e97426-aefa-41e7-b3c4-c4888a2b46e0.png,9575
Bot 4,4344273c-5e89-4265-b6f4-57bb465d40d2,0.8500000000000001,"(20, 26)","(32, 1)","(35, 34)",41,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4344273c-5e89-4265-b6f4-57bb465d40d2.png,9575
Bot 1,55fb280c-1e6f-4581-b32f-bf44ab8b1ae9,0.8500000000000001,"(6, 3)","(16, 11)","(11, 22)",13,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/55fb280c-1e6f-4581-b32f-bf44ab8b1ae9.png,1505
Bot 2,c17f7d6a-9809-4aaa-a938-fc328cb2f6b9,0.8500000000000001,"(6, 3)","(16, 11)","(11, 22)",15,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c17f7d6a-9809-4aaa-a938-fc328cb2f6b9.png,1505
Bot 3,e02dd4d7-a970-4dc6-92cd-aea1814c6033,0.8500000000000001,"(6, 3)","(16, 11)","(11, 22)",15,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e02dd4d7-a970-4dc6-92cd-aea1814c6033.png,1505
Bot 4,ac7a01e2-1a94-4ba5-9ada-be2ee6943cb0,0.8500000000000001,"(6, 3)","(16, 11)","(11, 22)",15,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ac7a01e2-1a94-4ba5-9ada-be2ee6943cb0.png,1505
Bot 1,8645d428-dc67-4761-92f1-48ccbe54d020,0.8500000000000001,"(12, 24)","(34, 7)","(16, 28)",39,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/8645d428-dc67-4761-92f1-48ccbe54d020.png,3180
Bot 2,ad87c452-e3b2-4f7c-80f0-45da73211f1f,0.8500000000000001,"(12, 24)","(34, 7)","(16, 28)",39,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ad87c452-e3b2-4f7c-80f0-45da73211f1f.png,3180
Bot 3,4d90620e-b48f-4a4d-b4da-3d64be158594,0.8500000000000001,"(12, 24)","(34, 7)","(16, 28)",25,Path blocked,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4d90620e-b48f-4a4d-b4da-3d64be158594.png,3180
Bot 4,b64bc899-e901-4afa-a0ba-91fb9571dfd0,0.8500000000000001,"(12, 24)","(34, 7)","(16, 28)",4,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/b64bc899-e901-4afa-a0ba-91fb9571dfd0.png,3180
Bot 1,d325614d-3400-478c-91ce-f2b9821d42d1,0.8500000000000001,"(6, 24)","(25, 16)","(25, 3)",16,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d325614d-3400-478c-91ce-f2b9821d42d1.png,4425
Bot 2,e228a655-5e10-4000-9c5c-e15cf73ca52a,0.8500000000000001,"(6, 24)","(25, 16)","(25, 3)",15,No path found,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e228a655-5e10-4000-9c5c-e15cf73ca52a.png,4425
Bot 3,854cf8f6-ba7c-410d-8d1b-11ceea93f2ed,0.8500000000000001,"(6, 24)","(25, 16)","(25, 3)",16,Path blocked,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/854cf8f6-ba7c-410d-8d1b-11ceea93f2ed.png,4425
Bot 4,a290126b-8682-4475-bc20-e2157165042e,0.8500000000000001,"(6, 24)","(25, 16)","(25, 3)",17,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a290126b-8682-4475-bc20-e2157165042e.png,4425
Bot 1,8ef958c9-88fb-44c7-b43d-30c9ab2e3424,0.9,"(5, 37)","(12, 3)","(11, 21)",11,Bot ran into fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/8ef958c9-88fb-44c7-b43d-30c9ab2e3424.png,5791
Bot 2,1e3e0811-732f-4540-9011-c838875dd449,0.9,"(5, 37)","(12, 3)","(11, 21)",19,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/1e3e0811-732f-4540-9011-c838875dd449.png,5791
Bot 3,27d3a916-341a-45b7-9d99-9dd421322ccc,0.9,"(5, 37)","(12, 3)","(11, 21)",23,Path blocked,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/27d3a916-341a-45b7-9d99-9dd421322ccc.png,5791
Bot 4,72eeeebf-1583-4774-a64c-7b2c5a4f9409,0.9,"(5, 37)","(12, 3)","(11, 21)",14,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/72eeeebf-1583-4774-a64c-7b2c5a4f9409.png,5791
Bot 1,afd53b6b-c1a8-415d-a041-67a65f90b01b,0.9,"(17, 22)","(22, 6)","(6, 3)",21,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/afd53b6b-c1a8-415d-a041-67a65f90b01b.png,5947
Bot 2,15d0f97a-1c13-411e-80ad-b6c9e8c7fb9f,0.9,"(17, 22)","(22, 6)","(6, 3)",21,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/15d0f97a-1c13-411e-80ad-b6c9e8c7fb9f.png,5947
Bot 3,fb6c4e81-9365-4a38-a9c5-c533abc3f878,0.9,"(17, 22)","(22, 6)","(6, 3)",21,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/fb6c4e81-9365-4a38-a9c5-c533abc3f878.png,5947
Bot 4,70937967-65e0-4808-9cc2-a65c106c6c54,0.9,"(17, 22)","(22, 6)","(6, 3)",21,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/70937967-65e0-4808-9cc2-a65c106c6c54.png,5947
Bot 1,20ae271d-ee7d-4a08-bda9-61c86351c93b,0.9,"(15, 25)","(4, 33)","(20, 5)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/20ae271d-ee7d-4a08-bda9-61c86351c93b.png,5160
Bot 2,4ee41717-5bb2-4bea-9b6f-baae977a29f6,0.9,"(15, 25)","(4, 33)","(20, 5)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4ee41717-5bb2-4bea-9b6f-baae977a29f6.png,5160
Bot 3,a20134f4-2230-4863-8251-84e28e7a803b,0.9,"(15, 25)","(4, 33)","(20, 5)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a20134f4-2230-4863-8251-84e28e7a803b.png,5160
Bot 4,4ce270db-af65-47bb-a6ef-13d0741ce259,0.9,"(15, 25)","(4, 33)","(20, 5)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4ce270db-af65-47bb-a6ef-13d0741ce259.png,5160
Bot 1,9ac6ac0c-b261-41f6-b3a3-199fdf4e82e9,0.9,"(11, 36)","(17, 17)","(19, 16)",6,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9ac6ac0c-b261-41f6-b3a3-199fdf4e82e9.png,9756
Bot 2,6f460156-13c9-4b69-823d-b90073e482d2,0.9,"(11, 36)","(17, 17)","(19, 16)",7,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/6f460156-13c9-4b69-823d-b90073e482d2.png,9756
Bot 3,ae839a7b-eb57-4fab-82c7-61d5bd20bc6d,0.9,"(11, 36)","(17, 17)","(19, 16)",6,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ae839a7b-eb57-4fab-82c7-61d5bd20bc6d.png,9756
Bot 4,c9128c71-db46-4817-a706-2ad72a4312d4,0.9,"(11, 36)","(17, 17)","(19, 16)",7,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c9128c71-db46-4817-a706-2ad72a4312d4.png,9756
Bot 1,ca0543a9-2a67-4e81-a05c-bbb8dbc2584d,0.9,"(25, 13)","(36, 18)","(8, 23)",18,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ca0543a9-2a67-4e81-a05c-bbb8dbc2584d.png,4368
Bot 2,4a792df9-f9bf-4045-be8a-a8603956db9a,0.9,"(25, 13)","(36, 18)","(8, 23)",18,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4a792df9-f9bf-4045-be8a-a8603956db9a.png,4368
Bot 3,c864405f-de13-4389-befe-5b1a20ef0c93,0.9,"(25, 13)","(36, 18)","(8, 23)",18,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c864405f-de13-4389-befe-5b1a20ef0c93.png,4368
Bot 4,e2b033bb-8b90-40fb-a016-6a619ff2b6b7,0.9,"(25, 13)","(36, 18)","(8, 23)",18,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e2b033bb-8b90-40fb-a016-6a619ff2b6b7.png,4368
Bot 1,65315046-83db-4de3-9f6e-f73f7d4f366c,0.9,"(14, 26)","(23, 25)","(36, 1)",10,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/65315046-83db-4de3-9f6e-f73f7d4f366c.png,7092
Bot 2,e893269d-bd93-4205-833a-bc6ba6c39d2d,0.9,"(14, 26)","(23, 25)","(36, 1)",10,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e893269d-bd93-4205-833a-bc6ba6c39d2d.png,7092
Bot 3,4fbd2d86-12e6-4e20-93e8-468df3dbf012,0.9,"(14, 26)","(23, 25)","(36, 1)",10,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4fbd2d86-12e6-4e20-93e8-468df3dbf012.png,7092
Bot 4,38eea339-20cb-4b6e-bd5b-683d2924eaee,0.9,"(14, 26)","(23, 25)","(36, 1)",10,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/38eea339-20cb-4b6e-bd5b-683d2924eaee.png,7092
Bot 1,58b21e5d-279d-4eb1-a02c-0d5676862913,0.9,"(14, 6)","(25, 2)","(6, 3)",19,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/58b21e5d-279d-4eb1-a02c-0d5676862913.png,1627
Bot 2,548fe67c-213b-4305-8bc3-307bd4ece3a5,0.9,"(14, 6)","(25, 2)","(6, 3)",19,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/548fe67c-213b-4305-8bc3-307bd4ece3a5.png,1627
Bot 3,874e2148-ce1b-4cfc-940f-46063cd05093,0.9,"(14, 6)","(25, 2)","(6, 3)",19,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/874e2148-ce1b-4cfc-940f-46063cd05093.png,1627
Bot 4,ca825689-83a2-40ff-997d-28f4f5b37dcb,0.9,"(14, 6)","(25, 2)","(6, 3)",19,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ca825689-83a2-40ff-997d-28f4f5b37dcb.png,1627
Bot 1,c5cd06c1-d78d-4348-8ddc-c0982a72b827,0.9,"(22, 9)","(12, 3)","(10, 38)",16,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c5cd06c1-d78d-4348-8ddc-c0982a72b827.png,6323
Bot 2,fb58b981-84a0-451c-a377-bf3799baf857,0.9,"(22, 9)","(12, 3)","(10, 38)",16,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/fb58b981-84a0-451c-a377-bf3799baf857.png,6323
Bot 3,97138a66-17b7-4dc3-88af-e3d4d1b22130,0.9,"(22, 9)","(12, 3)","(10, 38)",16,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/97138a66-17b7-4dc3-88af-e3d4d1b22130.png,6323
Bot 4,67422047-0573-4664-819e-20cd86b8b475,0.9,"(22, 9)","(12, 3)","(10, 38)",16,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/67422047-0573-4664-819e-20cd86b8b475.png,6323
Bot 1,1c10809d-f533-40b4-9f4e-0ea05bcf5798,0.9,"(28, 11)","(7, 7)","(36, 33)",29,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/1c10809d-f533-40b4-9f4e-0ea05bcf5798.png,2740
Bot 2,46b60552-99cc-4d83-b648-3ea622dcc891,0.9,"(28, 11)","(7, 7)","(36, 33)",29,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/46b60552-99cc-4d83-b648-3ea622dcc891.png,2740
Bot 3,02ddfaea-c89f-45b9-a7e2-e2a6d22226f1,0.9,"(28, 11)","(7, 7)","(36, 33)",29,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/02ddfaea-c89f-45b9-a7e2-e2a6d22226f1.png,2740
Bot 4,81783837-9ec8-4afd-8895-003e2faa20a3,0.9,"(28, 11)","(7, 7)","(36, 33)",29,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/81783837-9ec8-4afd-8895-003e2faa20a3.png,2740
Bot 1,bc5036e7-b1f2-48f6-ac81-e35e3b0e657b,0.9,"(14, 22)","(38, 38)","(25, 13)",42,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/bc5036e7-b1f2-48f6-ac81-e35e3b0e657b.png,4911
Bot 2,b4adfa22-53bd-4db6-82c4-4aa0e611a421,0.9,"(14, 22)","(38, 38)","(25, 13)",42,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/b4adfa22-53bd-4db6-82c4-4aa0e611a421.png,4911
Bot 3,ab41c186-dce8-480c-9e17-1b004f8ab18c,0.9,"(14, 22)","(38, 38)","(25, 13)",42,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ab41c186-dce8-480c-9e17-1b004f8ab18c.png,4911
