Bot Type,run_id,q,bot_pos_init,button_pos_init,fire_init,steps,result,final_frame,seed_value
Bot 4,ab692584-3679-4253-9cf9-9561d45082e7,0.25,"(14, 26)","(30, 38)","(21, 27)",36,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ab692584-3679-4253-9cf9-9561d45082e7.png,95518
Bot 1,b2a37973-b52a-41f3-b02b-6d11f553cd71,0.25,"(10, 18)","(8, 3)","(10, 15)",2,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/b2a37973-b52a-41f3-b02b-6d11f553cd71.png,5780
Bot 2,55b701ff-bb8f-41ab-b43e-a28bc2c0cfa1,0.25,"(10, 18)","(8, 3)","(10, 15)",11,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/55b701ff-bb8f-41ab-b43e-a28bc2c0cfa1.png,5780
Bot 3,c6aaf17f-3463-4947-a4d3-eaa09ec7b68d,0.25,"(10, 18)","(8, 3)","(10, 15)",29,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c6aaf17f-3463-4947-a4d3-eaa09ec7b68d.png,5780
Bot 4,24d1eb30-e5ec-4341-a9c9-437333565eda,0.25,"(10, 18)","(8, 3)","(10, 15)",27,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/24d1eb30-e5ec-4341-a9c9-437333565eda.png,5780
Bot 1,40fe5390-a9d9-4065-a1a2-1ea43a04c2a5,0.25,"(26, 3)","(25, 32)","(38, 32)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/40fe5390-a9d9-4065-a1a2-1ea43a04c2a5.png,19493
Bot 2,6151965c-f64b-4cae-8dbd-23ab7c8c4496,0.25,"(26, 3)","(25, 32)","(38, 32)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/6151965c-f64b-4cae-8dbd-23ab7c8c4496.png,19493
Bot 3,b7e62809-7e13-4f1a-84c0-181548357c63,0.25,"(26, 3)","(25, 32)","(38, 32)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/b7e62809-7e13-4f1a-84c0-181548357c63.png,19493
Bot 4,ffec4ff9-bdd4-45cd-aaef-1dddbb4fbf13,0.25,"(26, 3)","(25, 32)","(38, 32)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ffec4ff9-bdd4-45cd-aaef-1dddbb4fbf13.png,19493
Bot 1,9f78bde7-bab4-4670-a638-2d8c1c409c73,0.25,"(17, 10)","(10, 8)","(17, 36)",11,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9f78bde7-bab4-4670-a638-2d8c1c409c73.png,69223
Bot 2,37881d72-5950-413c-9fdf-e45e7cc0de76,0.25,"(17, 10)","(10, 8)","(17, 36)",11,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/37881d72-5950-413c-9fdf-e45e7cc0de76.png,69223
Bot 3,b687bcff-84b4-45b9-934c-f6ef607ea8fc,0.25,"(17, 10)","(10, 8)","(17, 36)",11,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/b687bcff-84b4-45b9-934c-f6ef607ea8fc.png,69223
Bot 4,9d657a05-2079-4a3f-bbe1-a324cf1160ed,0.25,"(17, 10)","(10, 8)","(17, 36)",11,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9d657a05-2079-4a3f-bbe1-a324cf1160ed.png,69223
Bot 1,7599e2d3-f03a-45d4-a395-0811b1458b2d,0.25,"(35, 7)","(8, 35)","(22, 23)",20,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/7599e2d3-f03a-45d4-a395-0811b1458b2d.png,81245
Bot 2,f646e65b-6727-4dc9-b702-9343e509f6e8,0.25,"(35, 7)","(8, 35)","(22, 23)",55,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f646e65b-6727-4dc9-b702-9343e509f6e8.png,81245
Bot 3,d0c0b150-73da-4e91-bc74-5b33d13492cd,0.25,"(35, 7)","(8, 35)","(22, 23)",66,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/d0c0b150-73da-4e91-bc74-5b33d13492cd.png,81245
Bot 4,1b2f8598-d9cf-4461-80a3-f8ccf264db34,0.25,"(35, 7)","(8, 35)","(22, 23)",68,Path blocked,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/1b2f8598-d9cf-4461-80a3-f8ccf264db34.png,81245
Bot 1,dfc80e78-f1cc-42ac-89a5-1fb5b2582d72,0.25,"(23, 18)","(19, 26)","(28, 14)",14,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/dfc80e78-f1cc-42ac-89a5-1fb5b2582d72.png,36762
Bot 2,a9d3a3d7-20d6-42c4-93d8-d747b7710cc8,0.25,"(23, 18)","(19, 26)","(28, 14)",14,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/a9d3a3d7-20d6-42c4-93d8-d747b7710cc8.png,36762
Bot 3,7b588b8f-9c1d-4695-9fa3-8f00d08cb2c8,0.25,"(23, 18)","(19, 26)","(28, 14)",14,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/7b588b8f-9c1d-4695-9fa3-8f00d08cb2c8.png,36762
Bot 4,a9da2d26-dc01-4afd-bdf6-c819666279f9,0.25,"(23, 18)","(19, 26)","(28, 14)",14,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/a9da2d26-dc01-4afd-bdf6-c819666279f9.png,36762
Bot 1,9e983dac-7eeb-43a9-92e0-cd3b39d609c2,0.25,"(1, 14)","(7, 1)","(7, 14)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9e983dac-7eeb-43a9-92e0-cd3b39d609c2.png,53774
Bot 2,6750cd96-0207-43b5-9628-f23c5ace5edb,0.25,"(1, 14)","(7, 1)","(7, 14)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/6750cd96-0207-43b5-9628-f23c5ace5edb.png,53774
Bot 3,70f23df5-1a30-4e88-b0b4-a12af42864fd,0.25,"(1, 14)","(7, 1)","(7, 14)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/70f23df5-1a30-4e88-b0b4-a12af42864fd.png,53774
Bot 4,94e881a9-7ae0-473d-8ebe-2e4f9e83fc06,0.25,"(1, 14)","(7, 1)","(7, 14)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/94e881a9-7ae0-473d-8ebe-2e4f9e83fc06.png,53774
Bot 1,d9807a4d-4656-4405-8dc9-b2ae208a1393,0.25,"(25, 34)","(20, 19)","(19, 17)",16,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/d9807a4d-4656-4405-8dc9-b2ae208a1393.png,33525
Bot 2,456e76ff-9541-403b-92de-a243b54a41d0,0.25,"(25, 34)","(20, 19)","(19, 17)",11,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/456e76ff-9541-403b-92de-a243b54a41d0.png,33525
Bot 3,f16ddc37-77ba-4224-b9cf-f47e80cc1f4b,0.25,"(25, 34)","(20, 19)","(19, 17)",12,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f16ddc37-77ba-4224-b9cf-f47e80cc1f4b.png,33525
Bot 4,540bff55-e966-49c7-ae76-421edc40d954,0.25,"(25, 34)","(20, 19)","(19, 17)",6,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/540bff55-e966-49c7-ae76-421edc40d954.png,33525
Bot 1,fef79639-7a44-494d-bb38-44ae1c50daa6,0.25,"(20, 6)","(3, 35)","(23, 9)",48,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/fef79639-7a44-494d-bb38-44ae1c50daa6.png,64778
Bot 2,6a01f0d6-ee2d-44de-88b9-a56f2648aadf,0.25,"(20, 6)","(3, 35)","(23, 9)",48,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/6a01f0d6-ee2d-44de-88b9-a56f2648aadf.png,64778
Bot 3,f14fa8e9-6015-4b00-8da4-8d6ed9d98cfa,0.25,"(20, 6)","(3, 35)","(23, 9)",48,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f14fa8e9-6015-4b00-8da4-8d6ed9d98cfa.png,64778
Bot 4,205cddc9-0f89-490b-b5da-89d815393cd1,0.25,"(20, 6)","(3, 35)","(23, 9)",48,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/205cddc9-0f89-490b-b5da-89d815393cd1.png,64778
Bot 1,dbb42be7-10fc-4afc-9a61-73b0220a18f1,0.25,"(31, 11)","(27, 28)","(38, 16)",23,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/dbb42be7-10fc-4afc-9a61-73b0220a18f1.png,17102
Bot 2,797815dd-e78f-4c2e-a746-57c5dc76d501,0.25,"(31, 11)","(27, 28)","(38, 16)",23,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/797815dd-e78f-4c2e-a746-57c5dc76d501.png,17102
Bot 3,e60d251e-548a-4191-8fd2-04a2beb5b33a,0.25,"(31, 11)","(27, 28)","(38, 16)",23,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/e60d251e-548a-4191-8fd2-04a2beb5b33a.png,17102
Bot 4,ed51045d-c251-47e3-b339-ce8e50f6ff7b,0.25,"(31, 11)","(27, 28)","(38, 16)",23,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ed51045d-c251-47e3-b339-ce8e50f6ff7b.png,17102
Bot 1,25191929-7435-494a-90db-3e90132519ce,0.25,"(24, 3)","(17, 36)","(5, 29)",46,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/25191929-7435-494a-90db-3e90132519ce.png,9860
Bot 2,25e49225-6d74-4705-b341-321f734d6b3d,0.25,"(24, 3)","(17, 36)","(5, 29)",46,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/25e49225-6d74-4705-b341-321f734d6b3d.png,9860
Bot 3,cfc7c116-6355-4546-9b80-abfa0cd4b150,0.25,"(24, 3)","(17, 36)","(5, 29)",46,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/cfc7c116-6355-4546-9b80-abfa0cd4b150.png,9860
Bot 4,b29ca8cf-28aa-43a4-94dd-9a5e50f892f0,0.25,"(24, 3)","(17, 36)","(5, 29)",46,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/b29ca8cf-28aa-43a4-94dd-9a5e50f892f0.png,9860
Bot 1,a173a45c-d8f8-48d1-aaad-9f57615cf936,0.25,"(10, 32)","(11, 19)","(9, 19)",6,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/a173a45c-d8f8-48d1-aaad-9f57615cf936.png,47312
Bot 2,958b032a-9d66-4f52-bdbe-55e9b12f03e4,0.25,"(10, 32)","(11, 19)","(9, 19)",4,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/958b032a-9d66-4f52-bdbe-55e9b12f03e4.png,47312
Bot 3,bfc88dc9-20ba-4e0d-9a31-5402f9cf3363,0.25,"(10, 32)","(11, 19)","(9, 19)",6,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/bfc88dc9-20ba-4e0d-9a31-5402f9cf3363.png,47312
Bot 4,a3363be9-45d7-4267-87d7-4bb6fd9b1743,0.25,"(10, 32)","(11, 19)","(9, 19)",10,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/a3363be9-45d7-4267-87d7-4bb6fd9b1743.png,47312
Bot 1,b7ef363b-edf4-4c89-a4e9-18852646fe14,0.25,"(31, 25)","(15, 17)","(15, 18)",2,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/b7ef363b-edf4-4c89-a4e9-18852646fe14.png,33253
Bot 2,8b6b07e4-c86f-4c32-af40-5f72a010df72,0.25,"(31, 25)","(15, 17)","(15, 18)",1,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/8b6b07e4-c86f-4c32-af40-5f72a010df72.png,33253
Bot 3,2c98566a-7a72-4d7d-96e2-d40591cc30b6,0.25,"(31, 25)","(15, 17)","(15, 18)",0,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/2c98566a-7a72-4d7d-96e2-d40591cc30b6.png,33253
Bot 4,14e20571-a527-4123-83dd-13dfade1c8cf,0.25,"(31, 25)","(15, 17)","(15, 18)",4,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/14e20571-a527-4123-83dd-13dfade1c8cf.png,33253
Bot 1,55ea9393-d04f-4f91-a23b-7529155d9019,0.25,"(3, 11)","(25, 3)","(31, 28)",32,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/55ea9393-d04f-4f91-a23b-7529155d9019.png,58448
Bot 2,42479b56-c1a9-4500-bc6f-5bf7bc38a307,0.25,"(3, 11)","(25, 3)","(31, 28)",32,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/42479b56-c1a9-4500-bc6f-5bf7bc38a307.png,58448
Bot 3,9652c9a0-6715-4b25-8a1f-5f630e589b8e,0.25,"(3, 11)","(25, 3)","(31, 28)",32,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9652c9a0-6715-4b25-8a1f-5f630e589b8e.png,58448
Bot 4,7ae3b5c3-e470-4df6-9c7c-d2f4a1f04d18,0.25,"(3, 11)","(25, 3)","(31, 28)",32,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/7ae3b5c3-e470-4df6-9c7c-d2f4a1f04d18.png,58448
Bot 1,4ecb7b1b-bf71-49e0-b164-ade7f1c06f12,0.25,"(28, 8)","(6, 33)","(37, 17)",47,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/4ecb7b1b-bf71-49e0-b164-ade7f1c06f12.png,70643
Bot 2,4ced58ec-7131-41b3-a182-80dc7d4b0aba,0.25,"(28, 8)","(6, 33)","(37, 17)",47,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/4ced58ec-7131-41b3-a182-80dc7d4b0aba.png,70643
Bot 3,27431bbb-072d-4681-b0db-2dc9fbc92513,0.25,"(28, 8)","(6, 33)","(37, 17)",47,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/27431bbb-072d-4681-b0db-2dc9fbc92513.png,70643
Bot 4,c96fc455-07e5-4e44-a0ac-76a2984797f4,0.25,"(28, 8)","(6, 33)","(37, 17)",47,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c96fc455-07e5-4e44-a0ac-76a2984797f4.png,70643
Bot 1,65e2bd4f-6028-4eb9-830f-254f611a0e86,0.25,"(3, 13)","(21, 26)","(35, 15)",31,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/65e2bd4f-6028-4eb9-830f-254f611a0e86.png,62860
Bot 2,be24ec2e-6400-4c65-ae26-e7c1f13b7fab,0.25,"(3, 13)","(21, 26)","(35, 15)",31,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/be24ec2e-6400-4c65-ae26-e7c1f13b7fab.png,62860
Bot 3,c4900bc3-96cd-473c-b219-5f3faef31b24,0.25,"(3, 13)","(21, 26)","(35, 15)",31,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c4900bc3-96cd-473c-b219-5f3faef31b24.png,62860
Bot 4,af9d365e-c15f-427f-8def-83567ba99d0a,0.25,"(3, 13)","(21, 26)","(35, 15)",31,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/af9d365e-c15f-427f-8def-83567ba99d0a.png,62860
Bot 1,603d503b-0a09-4ceb-9b9f-1a9fe0563007,0.25,"(17, 35)","(7, 17)","(31, 31)",32,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/603d503b-0a09-4ceb-9b9f-1a9fe0563007.png,11324
Bot 2,87b6fcff-5f78-44af-8897-384608a41b80,0.25,"(17, 35)","(7, 17)","(31, 31)",32,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/87b6fcff-5f78-44af-8897-384608a41b80.png,11324
Bot 3,7208ccde-a4a1-4551-97f9-bcd371adaef7,0.25,"(17, 35)","(7, 17)","(31, 31)",32,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/7208ccde-a4a1-4551-97f9-bcd371adaef7.png,11324
Bot 4,4901ff02-d9f3-4530-b615-8ba2986e108b,0.25,"(17, 35)","(7, 17)","(31, 31)",32,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/4901ff02-d9f3-4530-b615-8ba2986e108b.png,11324
Bot 1,b80801ec-f699-41aa-9f7a-66a23c1b7e63,0.25,"(8, 35)","(11, 36)","(24, 32)",8,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/b80801ec-f699-41aa-9f7a-66a23c1b7e63.png,62292
Bot 2,84969afe-aa3f-455a-80f0-a82efb4abfdd,0.25,"(8, 35)","(11, 36)","(24, 32)",8,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/84969afe-aa3f-455a-80f0-a82efb4abfdd.png,62292
Bot 3,52a8616d-126b-4190-9c8f-036daa0ec2e5,0.25,"(8, 35)","(11, 36)","(24, 32)",8,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/52a8616d-126b-4190-9c8f-036daa0ec2e5.png,62292
Bot 4,8993a042-39f9-4f14-bc8d-9762ea5bcc46,0.25,"(8, 35)","(11, 36)","(24, 32)",8,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/8993a042-39f9-4f14-bc8d-9762ea5bcc46.png,62292
Bot 1,01213af6-afde-4216-91e5-a09bfc8cef29,0.25,"(12, 21)","(5, 31)","(3, 12)",17,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/01213af6-afde-4216-91e5-a09bfc8cef29.png,26844
Bot 2,d7188e4d-8474-4748-8447-d5f9fdd67b78,0.25,"(12, 21)","(5, 31)","(3, 12)",17,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/d7188e4d-8474-4748-8447-d5f9fdd67b78.png,26844
Bot 3,ac75228a-ef5a-45cb-9387-000f0a78054a,0.25,"(12, 21)","(5, 31)","(3, 12)",17,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ac75228a-ef5a-45cb-9387-000f0a78054a.png,26844
Bot 4,d0d79689-51f6-4e1d-bc0b-33eaf5a9fe30,0.25,"(12, 21)","(5, 31)","(3, 12)",17,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/d0d79689-51f6-4e1d-bc0b-33eaf5a9fe30.png,26844
Bot 1,8c621b9f-7b2a-436f-aeb0-f36ef01d4ac5,0.25,"(16, 32)","(16, 14)","(9, 29)",22,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/8c621b9f-7b2a-436f-aeb0-f36ef01d4ac5.png,24300
Bot 2,b3109033-51ac-40eb-92d6-7f5289cca9b1,0.25,"(16, 32)","(16, 14)","(9, 29)",22,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/b3109033-51ac-40eb-92d6-7f5289cca9b1.png,24300
Bot 3,22c472c8-f512-4e73-8617-25b2648df631,0.25,"(16, 32)","(16, 14)","(9, 29)",22,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/22c472c8-f512-4e73-8617-25b2648df631.png,24300
Bot 4,6023435e-38a8-4bd5-b740-40435ef9759c,0.25,"(16, 32)","(16, 14)","(9, 29)",22,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/6023435e-38a8-4bd5-b740-40435ef9759c.png,24300
Bot 1,50a2b985-d721-478c-b1d9-33a24390ffc8,0.25,"(3, 30)","(5, 17)","(25, 36)",21,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/50a2b985-d721-478c-b1d9-33a24390ffc8.png,16350
Bot 2,f60d2a8c-158a-422a-8dca-c70cb9292b14,0.25,"(3, 30)","(5, 17)","(25, 36)",21,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f60d2a8c-158a-422a-8dca-c70cb9292b14.png,16350
Bot 3,5c92342e-3111-4b77-a4b5-239286836746,0.25,"(3, 30)","(5, 17)","(25, 36)",21,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/5c92342e-3111-4b77-a4b5-239286836746.png,16350
Bot 4,476be2e9-462a-44e6-a023-f89509ee640b,0.25,"(3, 30)","(5, 17)","(25, 36)",21,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/476be2e9-462a-44e6-a023-f89509ee640b.png,16350
Bot 1,7c4155aa-ca99-4ed5-aa93-4043792c75c1,0.25,"(17, 22)","(36, 26)","(27, 9)",29,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/7c4155aa-ca99-4ed5-aa93-4043792c75c1.png,31050
Bot 2,17f4c015-b06c-455d-945c-bc82b6161980,0.25,"(17, 22)","(36, 26)","(27, 9)",29,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/17f4c015-b06c-455d-945c-bc82b6161980.png,31050
Bot 3,9c34c7b2-5de0-4174-ad58-ebebb839d029,0.25,"(17, 22)","(36, 26)","(27, 9)",29,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9c34c7b2-5de0-4174-ad58-ebebb839d029.png,31050
Bot 4,d5f5c577-e7bf-4434-b1c3-605054fa172f,0.25,"(17, 22)","(36, 26)","(27, 9)",29,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/d5f5c577-e7bf-4434-b1c3-605054fa172f.png,31050
Bot 1,db66fa06-b63e-402d-9ce8-5500d3e6e2d4,0.25,"(6, 15)","(33, 1)","(35, 17)",45,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/db66fa06-b63e-402d-9ce8-5500d3e6e2d4.png,40625
Bot 2,89407124-3044-4e7e-aa5e-6bb38305472d,0.25,"(6, 15)","(33, 1)","(35, 17)",41,,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/89407124-3044-4e7e-aa5e-6bb38305472d.png,40625
Bot 3,4dbd0fd1-8661-451e-b1b4-c86e987e8e49,0.25,"(6, 15)","(33, 1)","(35, 17)",45,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/4dbd0fd1-8661-451e-b1b4-c86e987e8e49.png,40625
Bot 4,067f3c70-2940-4827-b457-661e8cdd1ca7,0.25,"(6, 15)","(33, 1)","(35, 17)",40,Path blocked,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/067f3c70-2940-4827-b457-661e8cdd1ca7.png,40625
Bot 1,62a0290c-4f29-4fe7-9ee1-75cf1a7571ef,0.25,"(4, 20)","(29, 28)","(13, 27)",12,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/62a0290c-4f29-4fe7-9ee1-75cf1a7571ef.png,214
Bot 2,9db4e107-ec37-4143-b643-9ab8e444b41b,0.25,"(4, 20)","(29, 28)","(13, 27)",59,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9db4e107-ec37-4143-b643-9ab8e444b41b.png,214
Bot 3,cb0a67db-eadd-4d6c-9999-71d11e9d682c,0.25,"(4, 20)","(29, 28)","(13, 27)",41,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/cb0a67db-eadd-4d6c-9999-71d11e9d682c.png,214
Bot 4,b7573183-d394-422f-b313-a7bfc908eddf,0.25,"(4, 20)","(29, 28)","(13, 27)",41,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/b7573183-d394-422f-b313-a7bfc908eddf.png,214
Bot 1,f078ae99-2fb2-42ac-a86a-56825be07d30,0.25,"(2, 4)","(32, 6)","(16, 3)",15,,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f078ae99-2fb2-42ac-a86a-56825be07d30.png,15281
Bot 2,83dcfc54-5388-41fa-a1d0-c3c35ee2d9fc,0.25,"(2, 4)","(32, 6)","(16, 3)",51,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/83dcfc54-5388-41fa-a1d0-c3c35ee2d9fc.png,15281
