Bot Type,run_id,q,bot_pos_init,button_pos_init,fire_init,steps,result,final_frame,seed_value
Bot 4,5fa0926b-a29d-42ed-980d-a9104b425461,0.35000000000000003,"(21, 17)","(32, 7)","(27, 15)",21,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/5fa0926b-a29d-42ed-980d-a9104b425461.png,83852
Bot 1,8d6bbcba-667d-42d3-b945-1ca952e2a032,0.35000000000000003,"(21, 7)","(34, 33)","(31, 28)",19,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/8d6bbcba-667d-42d3-b945-1ca952e2a032.png,11077
Bot 2,5ae9a230-58cb-4e75-9996-a6802a40cccb,0.35000000000000003,"(21, 7)","(34, 33)","(31, 28)",19,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/5ae9a230-58cb-4e75-9996-a6802a40cccb.png,11077
Bot 3,de452eb4-e564-494a-8bd8-7fda8c86d623,0.35000000000000003,"(21, 7)","(34, 33)","(31, 28)",25,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/de452eb4-e564-494a-8bd8-7fda8c86d623.png,11077
Bot 4,b84fe069-f5e7-4ebb-bb3d-41b89ceb61a1,0.35000000000000003,"(21, 7)","(34, 33)","(31, 28)",26,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/b84fe069-f5e7-4ebb-bb3d-41b89ceb61a1.png,11077
Bot 1,9d7b4a36-5109-43e8-b5c0-b5d376d9cc21,0.35000000000000003,"(38, 4)","(26, 23)","(7, 27)",31,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9d7b4a36-5109-43e8-b5c0-b5d376d9cc21.png,54087
Bot 2,56b9122e-87c1-44fa-893b-98939228bd65,0.35000000000000003,"(38, 4)","(26, 23)","(7, 27)",31,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/56b9122e-87c1-44fa-893b-98939228bd65.png,54087
Bot 3,90934a4e-4f2f-470b-92ee-d7a9ab2783c5,0.35000000000000003,"(38, 4)","(26, 23)","(7, 27)",31,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/90934a4e-4f2f-470b-92ee-d7a9ab2783c5.png,54087
Bot 4,e702b154-55d5-419b-871d-43226c7b42e0,0.35000000000000003,"(38, 4)","(26, 23)","(7, 27)",31,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/e702b154-55d5-419b-871d-43226c7b42e0.png,54087
Bot 1,a646c9bc-974f-4662-94c4-59bb9f7fd2fb,0.4,"(35, 29)","(14, 18)","(24, 14)",32,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/a646c9bc-974f-4662-94c4-59bb9f7fd2fb.png,63140
Bot 2,66ed9f46-ba83-4ddc-b5f7-582488384c74,0.4,"(35, 29)","(14, 18)","(24, 14)",30,,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/66ed9f46-ba83-4ddc-b5f7-582488384c74.png,63140
Bot 3,23578c55-9ea4-4510-aa0a-0aa9c3373e4c,0.4,"(35, 29)","(14, 18)","(24, 14)",28,Path blocked,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/23578c55-9ea4-4510-aa0a-0aa9c3373e4c.png,63140
Bot 4,09e7808b-845e-43bf-9261-631d7cbae141,0.4,"(35, 29)","(14, 18)","(24, 14)",32,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/09e7808b-845e-43bf-9261-631d7cbae141.png,63140
Bot 1,b61be801-0f46-46c9-b2ee-2c5c65cbf106,0.4,"(4, 18)","(21, 23)","(22, 31)",22,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/b61be801-0f46-46c9-b2ee-2c5c65cbf106.png,39056
Bot 2,e03f8e35-361e-4163-b694-56ea8a4e70ef,0.4,"(4, 18)","(21, 23)","(22, 31)",12,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/e03f8e35-361e-4163-b694-56ea8a4e70ef.png,39056
Bot 3,d94ec61f-8fae-4368-b99d-9b5d1c8fd906,0.4,"(4, 18)","(21, 23)","(22, 31)",22,Path blocked,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/d94ec61f-8fae-4368-b99d-9b5d1c8fd906.png,39056
Bot 4,bd7c07b7-adb9-4c6f-b7b4-8f2952b5491c,0.4,"(4, 18)","(21, 23)","(22, 31)",22,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/bd7c07b7-adb9-4c6f-b7b4-8f2952b5491c.png,39056
Bot 1,2e71b143-edf1-41cb-a30d-d91e33553150,0.4,"(37, 19)","(38, 16)","(8, 16)",12,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/2e71b143-edf1-41cb-a30d-d91e33553150.png,91335
Bot 2,17e2bf81-7db1-4172-ae3c-8f3b72e7073d,0.4,"(37, 19)","(38, 16)","(8, 16)",12,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/17e2bf81-7db1-4172-ae3c-8f3b72e7073d.png,91335
Bot 3,dcc5c1f0-b6cb-4aa8-86dc-a7afaffbd152,0.4,"(37, 19)","(38, 16)","(8, 16)",12,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/dcc5c1f0-b6cb-4aa8-86dc-a7afaffbd152.png,91335
Bot 4,8d805cff-d9fe-45c5-9888-232ebf38c961,0.4,"(37, 19)","(38, 16)","(8, 16)",12,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/8d805cff-d9fe-45c5-9888-232ebf38c961.png,91335
Bot 1,e1a638f3-a522-4775-b68e-680647344f97,0.4,"(15, 30)","(16, 7)","(8, 20)",32,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/e1a638f3-a522-4775-b68e-680647344f97.png,38809
Bot 2,13ea7e9d-8ef4-4481-a95e-1206c69b895a,0.4,"(15, 30)","(16, 7)","(8, 20)",32,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/13ea7e9d-8ef4-4481-a95e-1206c69b895a.png,38809
Bot 3,183ad636-8370-436e-a994-6972f6b43952,0.4,"(15, 30)","(16, 7)","(8, 20)",32,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/183ad636-8370-436e-a994-6972f6b43952.png,38809
Bot 4,4c34de22-9a73-4b9d-bd6d-840caab06dd4,0.4,"(15, 30)","(16, 7)","(8, 20)",32,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/4c34de22-9a73-4b9d-bd6d-840caab06dd4.png,38809
Bot 1,9917626b-dab3-41fb-b704-ec275056c90d,0.4,"(3, 35)","(15, 34)","(7, 19)",21,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9917626b-dab3-41fb-b704-ec275056c90d.png,94637
Bot 2,f5c7cf8d-8669-4648-8533-697407364e05,0.4,"(3, 35)","(15, 34)","(7, 19)",21,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f5c7cf8d-8669-4648-8533-697407364e05.png,94637
Bot 3,21b82839-af30-4fa4-b312-b26fa7159b5e,0.4,"(3, 35)","(15, 34)","(7, 19)",21,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/21b82839-af30-4fa4-b312-b26fa7159b5e.png,94637
Bot 4,7fbf609f-fc62-4d1e-acca-5a4984666861,0.4,"(3, 35)","(15, 34)","(7, 19)",21,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/7fbf609f-fc62-4d1e-acca-5a4984666861.png,94637
Bot 1,78b46f63-211e-48fb-a957-4686d94960c3,0.4,"(4, 18)","(4, 5)","(32, 20)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/78b46f63-211e-48fb-a957-4686d94960c3.png,62396
Bot 2,1d26bd8a-c3ac-4c71-b062-c28a12cff697,0.4,"(4, 18)","(4, 5)","(32, 20)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/1d26bd8a-c3ac-4c71-b062-c28a12cff697.png,62396
Bot 3,6d71e9d6-d75b-4373-a386-436d9a54993e,0.4,"(4, 18)","(4, 5)","(32, 20)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/6d71e9d6-d75b-4373-a386-436d9a54993e.png,62396
Bot 4,9e8e613f-63d4-4e41-9fbe-816317958e97,0.4,"(4, 18)","(4, 5)","(32, 20)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9e8e613f-63d4-4e41-9fbe-816317958e97.png,62396
Bot 1,02420ab5-d305-41ca-9c07-619ee92df9c0,0.4,"(27, 20)","(19, 9)","(5, 2)",21,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/02420ab5-d305-41ca-9c07-619ee92df9c0.png,26467
Bot 2,d6a5dc19-4ad0-40b5-9882-5cd49c418577,0.4,"(27, 20)","(19, 9)","(5, 2)",21,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/d6a5dc19-4ad0-40b5-9882-5cd49c418577.png,26467
Bot 3,5c997463-7c2b-4bf9-8ce5-ecbcac64ec08,0.4,"(27, 20)","(19, 9)","(5, 2)",21,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/5c997463-7c2b-4bf9-8ce5-ecbcac64ec08.png,26467
Bot 4,e2c3f1cd-f4db-4ad7-93fa-8e0cfe4e895f,0.4,"(27, 20)","(19, 9)","(5, 2)",21,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/e2c3f1cd-f4db-4ad7-93fa-8e0cfe4e895f.png,26467
Bot 1,f226987a-e768-4b3c-8cff-d4c9c18db857,0.4,"(27, 5)","(32, 14)","(5, 13)",18,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f226987a-e768-4b3c-8cff-d4c9c18db857.png,49169
Bot 2,3c2d53b6-ce19-4b89-b000-a6b2f8580d05,0.4,"(27, 5)","(32, 14)","(5, 13)",18,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/3c2d53b6-ce19-4b89-b000-a6b2f8580d05.png,49169
Bot 3,cb31ad2b-ba7f-4238-99f7-1710a8d5412f,0.4,"(27, 5)","(32, 14)","(5, 13)",18,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/cb31ad2b-ba7f-4238-99f7-1710a8d5412f.png,49169
Bot 4,b1f2b33d-0972-4a96-a9f7-b062f780f69e,0.4,"(27, 5)","(32, 14)","(5, 13)",18,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/b1f2b33d-0972-4a96-a9f7-b062f780f69e.png,49169
Bot 1,1cc1f0ab-c241-4559-8c89-db22fefb623d,0.4,"(10, 35)","(37, 10)","(27, 25)",23,,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/1cc1f0ab-c241-4559-8c89-db22fefb623d.png,45362
Bot 2,1119cbee-8857-45b3-aae6-c311af7e666b,0.4,"(10, 35)","(37, 10)","(27, 25)",18,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/1119cbee-8857-45b3-aae6-c311af7e666b.png,45362
Bot 3,3d5a9003-498c-450e-9df9-91756dcbdded,0.4,"(10, 35)","(37, 10)","(27, 25)",52,Path blocked,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/3d5a9003-498c-450e-9df9-91756dcbdded.png,45362
Bot 4,71b418f3-d2a9-45c6-8f71-84a5e29df60c,0.4,"(10, 35)","(37, 10)","(27, 25)",35,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/71b418f3-d2a9-45c6-8f71-84a5e29df60c.png,45362
Bot 1,6d6eddff-d0c4-4687-8fa6-29814daf42d9,0.4,"(2, 30)","(28, 23)","(24, 16)",23,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/6d6eddff-d0c4-4687-8fa6-29814daf42d9.png,86440
Bot 2,ca1a8b48-9119-45bb-81d1-38bb4b66d8a6,0.4,"(2, 30)","(28, 23)","(24, 16)",17,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ca1a8b48-9119-45bb-81d1-38bb4b66d8a6.png,86440
Bot 3,460c8f4e-6827-44be-b6a4-8711469f06ec,0.4,"(2, 30)","(28, 23)","(24, 16)",19,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/460c8f4e-6827-44be-b6a4-8711469f06ec.png,86440
Bot 4,ab4f1a4d-b986-4fda-9773-7758dbba1f13,0.4,"(2, 30)","(28, 23)","(24, 16)",23,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ab4f1a4d-b986-4fda-9773-7758dbba1f13.png,86440
Bot 1,f4437d4a-c575-401a-862b-e3ca4aef66c6,0.4,"(5, 25)","(11, 20)","(1, 11)",11,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f4437d4a-c575-401a-862b-e3ca4aef66c6.png,43765
Bot 2,e9e53dea-0d83-40ef-8d90-c4d088296d5b,0.4,"(5, 25)","(11, 20)","(1, 11)",11,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/e9e53dea-0d83-40ef-8d90-c4d088296d5b.png,43765
Bot 3,0e84ad51-d326-4c79-a17c-640a98194211,0.4,"(5, 25)","(11, 20)","(1, 11)",11,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/0e84ad51-d326-4c79-a17c-640a98194211.png,43765
Bot 4,a1489311-60ba-44db-b183-5564d43b4f6b,0.4,"(5, 25)","(11, 20)","(1, 11)",11,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/a1489311-60ba-44db-b183-5564d43b4f6b.png,43765
Bot 1,a1423342-517e-4f0e-8ad3-3085ae72be58,0.4,"(6, 18)","(29, 4)","(12, 32)",41,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/a1423342-517e-4f0e-8ad3-3085ae72be58.png,40059
Bot 2,04a41512-860b-45e1-8265-4817106e5ae2,0.4,"(6, 18)","(29, 4)","(12, 32)",41,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/04a41512-860b-45e1-8265-4817106e5ae2.png,40059
Bot 3,f7b3370c-06f9-4212-9060-4e2e4d8a9303,0.4,"(6, 18)","(29, 4)","(12, 32)",41,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f7b3370c-06f9-4212-9060-4e2e4d8a9303.png,40059
Bot 4,8aaf616c-1960-4e79-b283-e51b2cb8c402,0.4,"(6, 18)","(29, 4)","(12, 32)",41,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/8aaf616c-1960-4e79-b283-e51b2cb8c402.png,40059
Bot 1,014bf5dc-c5e1-4ae3-8b96-e436ccb485f4,0.4,"(27, 18)","(36, 23)","(24, 24)",14,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/014bf5dc-c5e1-4ae3-8b96-e436ccb485f4.png,60649
Bot 2,832e4425-3503-4c09-b0d0-38c76d5487dc,0.4,"(27, 18)","(36, 23)","(24, 24)",14,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/832e4425-3503-4c09-b0d0-38c76d5487dc.png,60649
Bot 3,42c2b234-516a-4b54-8fc9-7770b256b7df,0.4,"(27, 18)","(36, 23)","(24, 24)",14,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/42c2b234-516a-4b54-8fc9-7770b256b7df.png,60649
Bot 4,764ffc57-7422-47d7-8154-e46845907231,0.4,"(27, 18)","(36, 23)","(24, 24)",14,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/764ffc57-7422-47d7-8154-e46845907231.png,60649
Bot 1,5384d158-259d-4ec7-9974-09f65a0ef309,0.4,"(14, 3)","(17, 37)","(15, 9)",10,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/5384d158-259d-4ec7-9974-09f65a0ef309.png,79921
Bot 2,2030a854-eaa4-496f-a35f-c3e13112e42f,0.4,"(14, 3)","(17, 37)","(15, 9)",8,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/2030a854-eaa4-496f-a35f-c3e13112e42f.png,79921
Bot 3,952f466a-9e54-4c70-8c6c-bf6e6d614001,0.4,"(14, 3)","(17, 37)","(15, 9)",49,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/952f466a-9e54-4c70-8c6c-bf6e6d614001.png,79921
Bot 4,f7e1a8b4-03c2-4246-8986-27344c15f5ba,0.4,"(14, 3)","(17, 37)","(15, 9)",51,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f7e1a8b4-03c2-4246-8986-27344c15f5ba.png,79921
Bot 1,ce270c9e-9451-49c1-b5c5-0f17d1e58db1,0.4,"(5, 18)","(34, 5)","(37, 37)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ce270c9e-9451-49c1-b5c5-0f17d1e58db1.png,90748
Bot 2,01e11e69-6a67-477d-8499-6fb0acd56ca0,0.4,"(5, 18)","(34, 5)","(37, 37)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/01e11e69-6a67-477d-8499-6fb0acd56ca0.png,90748
Bot 3,1aecf409-9522-4a4e-adb2-1a6f84b9691e,0.4,"(5, 18)","(34, 5)","(37, 37)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/1aecf409-9522-4a4e-adb2-1a6f84b9691e.png,90748
Bot 4,ec1a93f4-9d84-4627-81e6-727b2995f428,0.4,"(5, 18)","(34, 5)","(37, 37)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ec1a93f4-9d84-4627-81e6-727b2995f428.png,90748
Bot 1,0b7c8ea1-7047-441c-a277-d0ad110307bc,0.4,"(28, 12)","(29, 25)","(16, 20)",20,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/0b7c8ea1-7047-441c-a277-d0ad110307bc.png,44704
Bot 2,9b96f640-8dba-46d4-9f95-01b8e1cc83ca,0.4,"(28, 12)","(29, 25)","(16, 20)",20,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9b96f640-8dba-46d4-9f95-01b8e1cc83ca.png,44704
Bot 3,c988f4d3-1e5c-47a6-bea9-425b3d89abdd,0.4,"(28, 12)","(29, 25)","(16, 20)",20,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c988f4d3-1e5c-47a6-bea9-425b3d89abdd.png,44704
Bot 4,fedbd031-012d-46ae-ac54-2811d6011da1,0.4,"(28, 12)","(29, 25)","(16, 20)",20,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/fedbd031-012d-46ae-ac54-2811d6011da1.png,44704
Bot 1,dc902d61-44ce-4679-ba55-6e4b1f9fe545,0.4,"(35, 35)","(18, 35)","(31, 36)",6,,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/dc902d61-44ce-4679-ba55-6e4b1f9fe545.png,98821
Bot 2,4df9527d-f1a8-4f4b-8477-0a8710d94b56,0.4,"(35, 35)","(18, 35)","(31, 36)",25,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/4df9527d-f1a8-4f4b-8477-0a8710d94b56.png,98821
Bot 3,ea7a1d53-7bdb-4a66-ac1d-658218c513a2,0.4,"(35, 35)","(18, 35)","(31, 36)",41,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ea7a1d53-7bdb-4a66-ac1d-658218c513a2.png,98821
Bot 4,f19ef33c-2985-4496-975b-09ad69dce374,0.4,"(35, 35)","(18, 35)","(31, 36)",46,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f19ef33c-2985-4496-975b-09ad69dce374.png,98821
Bot 1,f1ea5cc5-4357-409c-9da6-ffef6b0f725b,0.4,"(20, 17)","(20, 29)","(34, 17)",14,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f1ea5cc5-4357-409c-9da6-ffef6b0f725b.png,58843
Bot 2,2e10e3ea-88f3-4117-a908-d1d3685c95ea,0.4,"(20, 17)","(20, 29)","(34, 17)",14,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/2e10e3ea-88f3-4117-a908-d1d3685c95ea.png,58843
Bot 3,8940a402-d483-48d7-8821-9303b323b593,0.4,"(20, 17)","(20, 29)","(34, 17)",14,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/8940a402-d483-48d7-8821-9303b323b593.png,58843
Bot 4,61d1eb61-5d4d-4f02-b9bf-32d87aee9831,0.4,"(20, 17)","(20, 29)","(34, 17)",14,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/61d1eb61-5d4d-4f02-b9bf-32d87aee9831.png,58843
Bot 1,0adcc8cd-d194-4d0f-8d03-5234920d8152,0.4,"(33, 21)","(36, 8)","(2, 33)",18,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/0adcc8cd-d194-4d0f-8d03-5234920d8152.png,85338
Bot 2,37e7b0ea-506a-430c-a64b-50bf166c33ec,0.4,"(33, 21)","(36, 8)","(2, 33)",18,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/37e7b0ea-506a-430c-a64b-50bf166c33ec.png,85338
Bot 3,3051e29a-54e1-4237-b625-aa464474bab5,0.4,"(33, 21)","(36, 8)","(2, 33)",18,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/3051e29a-54e1-4237-b625-aa464474bab5.png,85338
Bot 4,ea1401f2-5ce5-4e89-a3d5-2496f1c1e7f9,0.4,"(33, 21)","(36, 8)","(2, 33)",18,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ea1401f2-5ce5-4e89-a3d5-2496f1c1e7f9.png,85338
Bot 1,cf42aaff-d1b1-4fc9-b247-2b3be0ab5157,0.4,"(12, 27)","(32, 30)","(7, 21)",31,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/cf42aaff-d1b1-4fc9-b247-2b3be0ab5157.png,80558
Bot 2,62271dbb-07a3-442c-80c3-a6a42c08cdad,0.4,"(12, 27)","(32, 30)","(7, 21)",31,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/62271dbb-07a3-442c-80c3-a6a42c08cdad.png,80558
Bot 3,62372e87-e622-4531-89a8-bcf401010ee7,0.4,"(12, 27)","(32, 30)","(7, 21)",31,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/62372e87-e622-4531-89a8-bcf401010ee7.png,80558
Bot 4,35ef639d-d915-4c80-895d-0d3de0e57efa,0.4,"(12, 27)","(32, 30)","(7, 21)",31,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/35ef639d-d915-4c80-895d-0d3de0e57efa.png,80558
Bot 1,738674fd-9d22-4e1a-afb6-4ba071bba4f5,0.4,"(37, 33)","(25, 23)","(7, 4)",26,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/738674fd-9d22-4e1a-afb6-4ba071bba4f5.png,66467
Bot 2,29caf21f-b13a-4d82-b924-7165ab09372d,0.4,"(37, 33)","(25, 23)","(7, 4)",26,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/29caf21f-b13a-4d82-b924-7165ab09372d.png,66467
Bot 3,c3880c82-b06a-4629-8bb4-95e160e19873,0.4,"(37, 33)","(25, 23)","(7, 4)",26,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c3880c82-b06a-4629-8bb4-95e160e19873.png,66467
Bot 4,90feb4b9-e068-4276-95e2-b1fba925bd1e,0.4,"(37, 33)","(25, 23)","(7, 4)",26,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/90feb4b9-e068-4276-95e2-b1fba925bd1e.png,66467
Bot 1,588f9c62-152c-4215-8c32-fe36361fdf87,0.4,"(12, 28)","(25, 20)","(38, 25)",25,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/588f9c62-152c-4215-8c32-fe36361fdf87.png,16993
Bot 2,6e357ebe-2b7f-4110-a986-90b9121cb7a7,0.4,"(12, 28)","(25, 20)","(38, 25)",25,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/6e357ebe-2b7f-4110-a986-90b9121cb7a7.png,16993
